Date,Open,High,Low,Close,Support,Resistance,Sentiment,Sentiment_Label
2023-08-29,778.9000244140625,785.9000244140625,775.5499877929688,782.6500244140625,,,0.28595116279069765,Positive
2023-08-30,784.7000122070312,791.9500122070312,784.0999755859375,787.1500244140625,,,0.28595116279069765,Positive
2023-08-31,787.1500244140625,791.7999877929688,777.0,779.6500244140625,,,0.28595116279069765,Positive
2023-09-01,779.0,807.7000122070312,778.0,806.4000244140625,,,0.28595116279069765,Positive
2023-09-04,811.9500122070312,826.5999755859375,808.5,809.7999877929688,,,0.28595116279069765,Positive
2023-09-05,808.9500122070312,818.0,800.5,815.9500122070312,,,0.9299,Positive
2023-09-06,816.0499877929688,817.5,803.2999877929688,814.9000244140625,,,0.9299,Positive
2023-09-07,812.0499877929688,821.4000244140625,805.5,819.2999877929688,,,0.9299,Positive
2023-09-08,819.2999877929688,824.0,810.5999755859375,815.75,,,0.9299,Positive
2023-09-11,820.0,829.3499755859375,816.4500122070312,824.25,,,0.9299,Positive
2023-09-12,833.7999877929688,840.0,811.9000244140625,816.2000122070312,,,0.9299,Neutral
2023-09-13,818.0,820.1500244140625,808.0,810.7000122070312,,,0.9299,Neutral
2023-09-14,812.9500122070312,825.0,808.8499755859375,810.3499755859375,,,0.9299,Neutral
2023-09-15,813.0499877929688,819.7000122070312,805.0,812.8499755859375,,,0.9299,Neutral
2023-09-18,812.8499755859375,814.9500122070312,807.5499877929688,808.7999877929688,,,0.9299,Neutral
2023-09-20,808.0499877929688,810.7999877929688,785.2000122070312,786.75,,,0.9299,Neutral
2023-09-21,790.0,791.5999755859375,774.0,778.3499755859375,,,0.9299,Neutral
2023-09-22,780.0,783.7000122070312,772.7000122070312,774.0499877929688,,,0.9299,Neutral
2023-09-25,776.9500122070312,783.4500122070312,774.3499755859375,779.9000244140625,,,0.9299,Neutral
2023-09-26,779.9000244140625,788.4000244140625,777.9500122070312,779.6500244140625,772.7000122070312,840.0,0.9299,Neutral
2023-09-27,780.0,785.7000122070312,774.6500244140625,779.5999755859375,772.7000122070312,840.0,0.9299,Neutral
2023-09-28,780.7000122070312,787.4000244140625,764.3499755859375,768.0999755859375,764.3499755859375,840.0,0.9299,Neutral
2023-09-29,775.8499755859375,783.9000244140625,771.4500122070312,779.5999755859375,764.3499755859375,840.0,0.9299,Neutral
2023-10-03,776.5499877929688,776.5499877929688,768.0,770.25,764.3499755859375,840.0,0.9299,Neutral
2023-10-04,767.9500122070312,768.0,753.1500244140625,756.5999755859375,753.1500244140625,840.0,0.9299,Neutral
2023-10-05,762.0,762.6500244140625,752.9000244140625,755.5,752.9000244140625,840.0,0.9299,Neutral
